,country,region,price,iso3,protect,restore,manage,total,varname,units
1695,Mozambique,East,40,MOZ,1390480000.0,28046916.52,151008852.24,1555455768.76,abs_revenue,USD
1696,Mozambique,East,50,MOZ,1839283333.33,39754860.86,208331420.4,2063902947.93,abs_revenue,USD
1697,Mozambique,East,60,MOZ,2328560000.0,53341291.29,273482130.61,2620183421.9,abs_revenue,USD
1698,Mozambique,East,70,MOZ,2858310000.0,68806207.81,346460982.85,3224297190.66,abs_revenue,USD
1699,Mozambique,East,80,MOZ,3428533333.33,86149610.41,427267977.13,3876244254.21,abs_revenue,USD
1700,Mozambique,East,90,MOZ,4039230000.0,105371499.1,515903113.45,4576024612.55,abs_revenue,USD
1701,Mozambique,East,100,MOZ,4690400000.0,126471873.87,612366391.82,5323638265.69,abs_revenue,USD
1702,Mozambique,East,110,MOZ,5382043333.33,149450734.73,716657812.22,6119085213.62,abs_revenue,USD
1703,Mozambique,East,120,MOZ,6114160000.0,174308081.68,828777374.66,6962365456.35,abs_revenue,USD
1704,Namibia,South,10,NAM,210000.0,54000.0,6270000.0,6534000.0,abs_revenue,USD
1705,Namibia,South,20,NAM,500000.0,128000.0,14621441.28,15196107.95,abs_revenue,USD
1706,Namibia,South,30,NAM,870000.0,222000.0,25054323.84,25986323.84,abs_revenue,USD
1707,Namibia,South,40,NAM,1320000.0,336000.0,37568647.69,38904647.69,abs_revenue,USD
1708,Namibia,South,50,NAM,1850000.0,470000.0,52164412.81,53951079.48,abs_revenue,USD
1709,Namibia,South,60,NAM,2460000.0,624000.0,68841619.21,71125619.21,abs_revenue,USD
1710,Namibia,South,70,NAM,3150000.0,798000.0,87600266.9,90428266.9,abs_revenue,USD
1711,Namibia,South,80,NAM,3920000.0,992000.0,108440355.87,111859022.53,abs_revenue,USD
1712,Namibia,South,90,NAM,4770000.0,1206000.0,131361886.11,135417886.11,abs_revenue,USD
1713,Namibia,South,100,NAM,5700000.0,1440000.0,156364857.64,161104857.64,abs_revenue,USD
1714,Namibia,South,110,NAM,6710000.0,1694000.0,183449270.45,188919937.12,abs_revenue,USD
1715,Namibia,South,120,NAM,7800000.0,1968000.0,212615124.54,218863124.54,abs_revenue,USD
1716,Niger,West,10,NER,420000.0,54000.0,21840000.0,22314000.0,abs_revenue,USD
1717,Niger,West,20,NER,1556221.88,128000.0,57758087.55,58802309.43,abs_revenue,USD
1718,Niger,West,30,NER,3408665.65,222000.0,107754262.65,109464928.3,abs_revenue,USD
1719,Niger,West,40,NER,5977331.3,336000.0,171828525.29,174301856.59,abs_revenue,USD
1720,Niger,West,50,NER,9262218.83,470000.0,249980875.49,253313094.32,abs_revenue,USD
1721,Niger,West,60,NER,13263328.25,624000.0,342211313.23,346498641.48,abs_revenue,USD
1722,Niger,West,70,NER,17980659.55,798000.0,448519838.52,453858498.07,abs_revenue,USD
1723,Niger,West,80,NER,23414212.73,992000.0,568906451.36,575392664.09,abs_revenue,USD
1724,Niger,West,90,NER,29563987.8,1206000.0,703371151.75,711101139.55,abs_revenue,USD
1725,Niger,West,100,NER,36429984.75,1440000.0,851913939.68,860983924.44,abs_revenue,USD
1726,Niger,West,110,NER,44012203.58,1694000.0,1014534815.17,1025041018.75,abs_revenue,USD
1727,Niger,West,120,NER,52310644.3,1968000.0,1191233778.2,1203272422.51,abs_revenue,USD
1728,Nigeria,West,10,NGA,54300000.0,1566000.0,83820000.0,139686000.0,abs_revenue,USD
1729,Nigeria,West,20,NGA,127595063.3,78842844.81,221072929.52,420797504.29,abs_revenue,USD
1730,Nigeria,West,30,NGA,219885189.91,231830534.43,411758788.55,843334512.88,abs_revenue,USD
1731,Nigeria,West,40,NGA,331170379.82,460529068.86,655877577.09,1407297025.77,abs_revenue,USD
1732,Nigeria,West,50,NGA,461450633.03,764938448.1,953429295.15,2112685042.95,abs_revenue,USD
1733,Nigeria,West,60,NGA,610725949.54,1145058672.15,1304413942.73,2959498564.42,abs_revenue,USD
1734,Nigeria,West,70,NGA,778996329.36,1600889741.01,1708831519.82,3947737590.19,abs_revenue,USD
1735,Nigeria,West,80,NGA,966261772.48,2132431654.68,2166682026.43,5077402120.25,abs_revenue,USD
1736,Nigeria,West,90,NGA,1172522278.91,2739684413.16,2677965462.55,6348492154.61,abs_revenue,USD
1737,Nigeria,West,100,NGA,1397777848.63,3422648016.44,3242681828.19,7761007693.27,abs_revenue,USD
1738,Nigeria,West,110,NGA,1642028481.66,4181322464.54,3860831123.34,9314948736.21,abs_revenue,USD
1739,Nigeria,West,120,NGA,1905274177.99,5015707757.45,4532413348.01,11010315283.46,abs_revenue,USD
1740,Republic of Congo (ROC),Middle Africa,10,COG,67360000.0,54000.0,27630000.0,95044000.0,abs_revenue,USD
1741,Republic of Congo (ROC),Middle Africa,20,COG,144081599.45,49458537.99,61406231.68,254599702.45,abs_revenue,USD
1742,Republic of Congo (ROC),Middle Africa,30,COG,230164798.34,148213613.97,101328695.03,478667107.34,abs_revenue,USD
1743,Republic of Congo (ROC),Middle Africa,40,COG,325609596.69,296319227.95,147397390.06,767246214.69,abs_revenue,USD
1744,Republic of Congo (ROC),Middle Africa,50,COG,430415994.48,493775379.91,199612316.76,1120337024.48,abs_revenue,USD
1745,Republic of Congo (ROC),Middle Africa,60,COG,544583991.72,740582069.87,257973475.14,1537939536.72,abs_revenue,USD
1746,Republic of Congo (ROC),Middle Africa,70,COG,668113588.4,1036739297.81,322480865.2,2020053751.41,abs_revenue,USD
1747,Republic of Congo (ROC),Middle Africa,80,COG,801004784.54,1382247063.75,393134486.93,2566679668.55,abs_revenue,USD
1748,Republic of Congo (ROC),Middle Africa,90,COG,943257580.12,1777105367.68,469934340.34,3177817288.14,abs_revenue,USD
1749,Republic of Congo (ROC),Middle Africa,100,COG,1094871975.15,2221314209.6,552880425.42,3853466610.17,abs_revenue,USD
1750,Republic of Congo (ROC),Middle Africa,110,COG,1255847969.63,2714873589.51,641972742.19,4593627634.65,abs_revenue,USD
1751,Republic of Congo (ROC),Middle Africa,120,COG,1426185563.55,3257783507.41,737211290.62,5398300361.58,abs_revenue,USD
1752,Rwanda,East,10,RWA,6760000.0,1080000.0,60000.0,7900000.0,abs_revenue,USD
1753,Rwanda,East,20,RWA,15198352.02,2560000.0,464705.23,17463057.25,abs_revenue,USD
1754,Rwanda,East,30,RWA,25315056.06,4440000.0,1214115.7,28689171.76,abs_revenue,USD
1755,Rwanda,East,40,RWA,37110112.11,6720000.0,2308231.4,41578343.52,abs_revenue,USD
1756,Rwanda,East,50,RWA,50583520.19,9400000.0,3747052.34,56130572.53,abs_revenue,USD
1757,Rwanda,East,60,RWA,65735280.28,12480000.0,5530578.51,72345858.79,abs_revenue,USD
1758,Rwanda,East,70,RWA,82565392.4,15960000.0,7658809.91,90224202.31,abs_revenue,USD
1759,Rwanda,East,80,RWA,101073856.53,19840000.0,10131746.55,109765603.08,abs_revenue,USD
1760,Rwanda,East,90,RWA,121260672.68,24120000.0,12949388.42,130970061.1,abs_revenue,USD
1761,Rwanda,East,100,RWA,143125840.85,28800000.0,16111735.52,153837576.37,abs_revenue,USD
1762,Rwanda,East,110,RWA,166669361.04,33880000.0,19618787.86,178368148.9,abs_revenue,USD
1763,Rwanda,East,120,RWA,191891233.25,39360000.0,23470545.43,204561778.68,abs_revenue,USD
1764,Sao Tome and Principe,Middle Africa,10,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1765,Sao Tome and Principe,Middle Africa,20,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1766,Sao Tome and Principe,Middle Africa,30,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1767,Sao Tome and Principe,Middle Africa,40,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1768,Sao Tome and Principe,Middle Africa,50,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1769,Sao Tome and Principe,Middle Africa,60,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1770,Sao Tome and Principe,Middle Africa,70,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1771,Sao Tome and Principe,Middle Africa,80,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1772,Sao Tome and Principe,Middle Africa,90,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1773,Sao Tome and Principe,Middle Africa,100,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1774,Sao Tome and Principe,Middle Africa,110,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1775,Sao Tome and Principe,Middle Africa,120,STP,0.0,0.0,0.0,0.0,abs_revenue,USD
1776,Senegal,West,10,SEN,380000.0,36000.0,13290000.0,13706000.0,abs_revenue,USD
1777,Senegal,West,20,SEN,1313042.25,87817.71,34368111.68,35768971.64,abs_revenue,USD
1778,Senegal,West,30,SEN,2799126.75,155453.13,63234335.04,66188914.92,abs_revenue,USD
1779,Senegal,West,40,SEN,4838253.49,238906.26,99888670.08,104965829.83,abs_revenue,USD
1780,Senegal,West,50,SEN,7430422.49,338177.1,144331116.79,152099716.39,abs_revenue,USD
1781,Senegal,West,60,SEN,10575633.73,453265.65,196561675.19,207590574.58,abs_revenue,USD
1782,Senegal,West,70,SEN,14273887.23,584171.92,256580345.27,271438404.41,abs_revenue,USD
1783,Senegal,West,80,SEN,18525182.97,730895.89,324387127.02,343643205.88,abs_revenue,USD
1784,Senegal,West,90,SEN,23329520.96,893437.57,399982020.46,424204978.99,abs_revenue,USD
1785,Senegal,West,100,SEN,28686901.2,1071796.96,483365025.57,513123723.74,abs_revenue,USD
1786,Senegal,West,110,SEN,34597323.69,1265974.07,574536142.37,610399440.13,abs_revenue,USD
1787,Senegal,West,120,SEN,41060788.43,1475968.88,673495370.84,716032128.15,abs_revenue,USD
1788,Sierra Leone,West,10,SLE,44150000.0,216000.0,5580000.0,49946000.0,abs_revenue,USD
1789,Sierra Leone,West,20,SLE,94207446.1,1664148.13,12471495.67,108343089.9,abs_revenue,USD
1790,Sierra Leone,West,30,SLE,150172338.31,4344444.4,20674487.0,175191269.71,abs_revenue,USD
1791,Sierra Leone,West,40,SLE,212044676.61,8256888.8,30188974.0,250490539.41,abs_revenue,USD
1792,Sierra Leone,West,50,SLE,279824461.02,13401481.34,41014956.66,334240899.02,abs_revenue,USD
1793,Sierra Leone,West,60,SLE,353511691.54,19778222.01,53152434.99,426442348.53,abs_revenue,USD
1794,Sierra Leone,West,70,SLE,433106368.15,27387110.81,66601408.99,527094887.95,abs_revenue,USD
1795,Sierra Leone,West,80,SLE,518608490.87,36228147.75,81361878.65,636198517.26,abs_revenue,USD
1796,Sierra Leone,West,90,SLE,610018059.68,46301332.82,97433843.98,753753236.48,abs_revenue,USD
1797,Sierra Leone,West,100,SLE,707335074.61,57606666.02,114817304.97,879759045.6,abs_revenue,USD
1798,Sierra Leone,West,110,SLE,810559535.63,70144147.36,133512261.63,1014215944.62,abs_revenue,USD
1799,Sierra Leone,West,120,SLE,919691442.75,83913776.83,153518713.96,1157123933.54,abs_revenue,USD
1800,Somalia,East,10,SOM,530000.0,270000.0,2010000.0,2810000.0,abs_revenue,USD
1801,Somalia,East,20,SOM,1193090.69,3646666.67,6354770.49,11194527.85,abs_revenue,USD
1802,Somalia,East,30,SOM,1989272.08,10130000.0,13034311.47,25153583.55,abs_revenue,USD
1803,Somalia,East,40,SOM,2918544.17,19720000.0,22048622.94,44687167.11,abs_revenue,USD
1804,Somalia,East,50,SOM,3980906.94,32416666.67,33397704.91,69795278.51,abs_revenue,USD
1805,Somalia,East,60,SOM,5176360.41,48220000.0,47081557.36,100477917.77,abs_revenue,USD
1806,Somalia,East,70,SOM,6504904.58,67130000.0,63100180.3,136735084.88,abs_revenue,USD
1807,Somalia,East,80,SOM,7966539.44,89146666.67,81453573.74,178566779.84,abs_revenue,USD
1808,Somalia,East,90,SOM,9561264.99,114270000.0,102141737.66,225973002.65,abs_revenue,USD
1809,Somalia,East,100,SOM,11289081.24,142500000.0,125164672.08,278953753.31,abs_revenue,USD
1810,Somalia,East,110,SOM,13149988.18,173836666.67,150522376.98,337509031.83,abs_revenue,USD
1811,Somalia,East,120,SOM,15143985.82,208280000.0,178214852.38,401638838.19,abs_revenue,USD
1812,South Africa,South,10,ZAF,342570000.0,378000.0,30750000.0,373698000.0,abs_revenue,USD
1813,South Africa,South,20,ZAF,731145106.47,5541465.09,78691862.65,815378434.21,abs_revenue,USD
1814,South Africa,South,30,ZAF,1165725319.4,15490395.28,143825587.96,1325041302.64,abs_revenue,USD
1815,South Africa,South,40,ZAF,1646310638.79,30224790.57,226151175.91,1902686605.28,abs_revenue,USD
1816,South Africa,South,50,ZAF,2172901064.65,49744650.95,325668626.52,2548314342.13,abs_revenue,USD
1817,South Africa,South,60,ZAF,2745496596.98,74049976.42,442377939.79,3261924513.19,abs_revenue,USD
1818,South Africa,South,70,ZAF,3364097235.77,103140766.99,576279115.7,4043517118.46,abs_revenue,USD
1819,South Africa,South,80,ZAF,4028702981.03,137017022.65,727372154.27,4893092157.95,abs_revenue,USD
1820,South Africa,South,90,ZAF,4739313832.75,175678743.41,895657055.48,5810649631.65,abs_revenue,USD
1821,South Africa,South,100,ZAF,5495929790.94,219125929.27,1081133819.36,6796189539.56,abs_revenue,USD
1822,South Africa,South,110,ZAF,6298550855.59,267358580.21,1283802445.88,7849711881.69,abs_revenue,USD
1823,South Africa,South,120,ZAF,7147177026.71,320376696.26,1503662935.06,8971216658.03,abs_revenue,USD
1824,South Sudan,East,10,SSD,11900000.0,0.0,3180000.0,15080000.0,abs_revenue,USD
1825,South Sudan,East,20,SSD,25435145.54,48888.89,8157994.98,33642029.41,abs_revenue,USD
1826,South Sudan,East,30,SSD,40605436.63,146666.67,14933984.94,55686088.24,abs_revenue,USD
1827,South Sudan,East,40,SSD,57410873.27,293333.33,23507969.87,81212176.47,abs_revenue,USD
1828,South Sudan,East,50,SSD,75851455.45,488888.89,33879949.78,110220294.12,abs_revenue,USD
1829,South Sudan,East,60,SSD,95927183.17,733333.33,46049924.68,142710441.18,abs_revenue,USD
1830,South Sudan,East,70,SSD,117638056.44,1026666.67,60017894.55,178682617.66,abs_revenue,USD
1831,South Sudan,East,80,SSD,140984075.26,1368888.89,75783859.4,218136823.54,abs_revenue,USD
1832,South Sudan,East,90,SSD,165965239.62,1760000.0,93347819.22,261073058.84,abs_revenue,USD
1833,South Sudan,East,100,SSD,192581549.52,2200000.0,112709774.03,307491323.55,abs_revenue,USD
1834,South Sudan,East,110,SSD,220833004.97,2688888.89,133869723.81,357391617.67,abs_revenue,USD
1835,South Sudan,East,120,SSD,250719605.96,3226666.67,156827668.58,410773941.21,abs_revenue,USD
1836,Sudan,North,10,SDN,3580000.0,5238000.0,24030000.0,32848000.0,abs_revenue,USD
1837,Sudan,North,20,SDN,7798366.57,12416000.0,78508341.58,98722708.15,abs_revenue,USD
1838,Sudan,North,30,SDN,12655099.7,21534000.0,163435024.74,197624124.44,abs_revenue,USD
1839,Sudan,North,40,SDN,18150199.4,32592000.0,278810049.47,329552248.88,abs_revenue,USD
1840,Sudan,North,50,SDN,24283665.67,45590000.0,424633415.79,494507081.46,abs_revenue,USD
1841,Sudan,North,60,SDN,31055498.51,60528000.0,600905123.69,692488622.19,abs_revenue,USD
1842,Sudan,North,70,SDN,38465697.91,77406000.0,807625173.16,923496871.07,abs_revenue,USD
1843,Sudan,North,80,SDN,46514263.88,96224000.0,1044793564.21,1187531828.09,abs_revenue,USD
1844,Sudan,North,90,SDN,55201196.41,116982000.0,1312410296.85,1484593493.26,abs_revenue,USD
1845,Sudan,North,100,SDN,64526495.52,139680000.0,1610475371.06,1814681866.58,abs_revenue,USD
1846,Sudan,North,110,SDN,74490161.19,164318000.0,1938988786.85,2177796948.04,abs_revenue,USD
1847,Sudan,North,120,SDN,85092193.43,190896000.0,2297950544.22,2573938737.65,abs_revenue,USD
1848,Eswatini,South,10,SWZ,25950000.0,180000.0,240000.0,26370000.0,abs_revenue,USD
1849,Eswatini,South,20,SWZ,55353333.33,426666.67,977294.75,56757294.75,abs_revenue,USD
1850,Eswatini,South,30,SWZ,88210000.0,740000.0,2211884.25,91161884.25,abs_revenue,USD
1851,Eswatini,South,40,SWZ,124520000.0,1120000.0,3943768.49,129583768.49,abs_revenue,USD
1852,Eswatini,South,50,SWZ,164283333.33,1566666.67,6172947.49,172022947.49,abs_revenue,USD
1853,Eswatini,South,60,SWZ,207500000.0,2080000.0,8899421.24,218479421.24,abs_revenue,USD
1854,Eswatini,South,70,SWZ,254170000.0,2660000.0,12123189.73,268953189.73,abs_revenue,USD
1855,Eswatini,South,80,SWZ,304293333.33,3306666.67,15844252.97,323444252.97,abs_revenue,USD
1856,Eswatini,South,90,SWZ,357870000.0,4020000.0,20062610.97,381952610.97,abs_revenue,USD
1857,Eswatini,South,100,SWZ,414900000.0,4800000.0,24778263.71,444478263.71,abs_revenue,USD
1858,Eswatini,South,110,SWZ,475383333.33,5646666.67,29991211.2,511021211.2,abs_revenue,USD
1859,Eswatini,South,120,SWZ,539320000.0,6560000.0,35701453.44,581581453.44,abs_revenue,USD
1860,Tanzania,East,10,TZA,208820000.0,468000.0,26970000.0,236258000.0,abs_revenue,USD
1861,Tanzania,East,20,TZA,445525178.81,33617836.68,75323506.62,554466522.1,abs_revenue,USD
1862,Tanzania,East,30,TZA,710115536.42,99449510.04,145060519.86,954625566.31,abs_revenue,USD
1863,Tanzania,East,40,TZA,1002591072.83,197963020.08,236181039.71,1436735132.62,abs_revenue,USD
1864,Tanzania,East,50,TZA,1322951788.05,329158366.79,348685066.19,2000795221.03,abs_revenue,USD
1865,Tanzania,East,60,TZA,1671197682.08,493035550.19,482572599.28,2646805831.55,abs_revenue,USD
1866,Tanzania,East,70,TZA,2047328754.91,689594570.27,637843638.99,3374766964.16,abs_revenue,USD
1867,Tanzania,East,80,TZA,2451345006.54,918835427.02,814498185.32,4184678618.88,abs_revenue,USD
1868,Tanzania,East,90,TZA,2883246436.98,1180758120.46,1012536238.27,5076540795.71,abs_revenue,USD
1869,Tanzania,East,100,TZA,3343033046.23,1475362650.57,1231957797.84,6050353494.64,abs_revenue,USD
1870,Tanzania,East,110,TZA,3830704834.28,1802649017.37,1472762864.02,7106116715.67,abs_revenue,USD
1871,Tanzania,East,120,TZA,4346261801.13,2162617220.84,1734951436.83,8243830458.8,abs_revenue,USD
1872,Togo,West,10,TGO,3570000.0,108000.0,1620000.0,5298000.0,abs_revenue,USD
1873,Togo,West,20,TGO,7769740.86,7296000.0,4684311.51,19750052.37,abs_revenue,USD
1874,Togo,West,30,TGO,12599222.59,21564000.0,9192934.53,43356157.12,abs_revenue,USD
1875,Togo,West,40,TGO,18058445.18,42912000.0,15145869.06,76116314.24,abs_revenue,USD
1876,Togo,West,50,TGO,24147408.64,71340000.0,22543115.1,118030523.74,abs_revenue,USD
1877,Togo,West,60,TGO,30866112.96,106848000.0,31384672.64,169098785.6,abs_revenue,USD
1878,Togo,West,70,TGO,38214558.14,149436000.0,41670541.7,229321099.84,abs_revenue,USD
1879,Togo,West,80,TGO,46192744.19,199104000.0,53400722.27,298697466.46,abs_revenue,USD
1880,Togo,West,90,TGO,54800671.1,255852000.0,66575214.35,377227885.45,abs_revenue,USD
1881,Togo,West,100,TGO,64038338.87,319680000.0,81194017.93,464912356.81,abs_revenue,USD
1882,Togo,West,110,TGO,73905747.51,390588000.0,97257133.03,561750880.54,abs_revenue,USD
1883,Togo,West,120,TGO,84402897.01,468576000.0,114764559.64,667743456.65,abs_revenue,USD
1884,Tunisia,North,10,TUN,0.0,0.0,1260000.0,1260000.0,abs_revenue,USD
1885,Tunisia,North,20,TUN,163198.01,708888.89,8621805.58,9493892.48,abs_revenue,USD
1886,Tunisia,North,30,TUN,489594.02,2126666.67,22085416.75,24701677.44,abs_revenue,USD
1887,Tunisia,North,40,TUN,979188.04,4253333.33,41650833.51,46883354.88,abs_revenue,USD
1888,Tunisia,North,50,TUN,1631980.06,7088888.89,67318055.85,76038924.8,abs_revenue,USD
1889,Tunisia,North,60,TUN,2447970.09,10633333.33,99087083.77,112168387.2,abs_revenue,USD
1890,Tunisia,North,70,TUN,3427158.13,14886666.67,136957917.28,155271742.08,abs_revenue,USD
1891,Tunisia,North,80,TUN,4569544.17,19848888.89,180930556.38,205348989.43,abs_revenue,USD
1892,Tunisia,North,90,TUN,5875128.22,25520000.0,231005001.06,262400129.27,abs_revenue,USD
1893,Tunisia,North,100,TUN,7343910.27,31900000.0,287181251.32,326425161.59,abs_revenue,USD
1894,Tunisia,North,110,TUN,8975890.33,38988888.89,349459307.17,397424086.39,abs_revenue,USD
1895,Tunisia,North,120,TUN,10771068.4,46786666.67,417839168.6,475396903.66,abs_revenue,USD
1896,Uganda,East,10,UGA,123150000.0,26190000.0,70740000.0,220080000.0,abs_revenue,USD
1897,Uganda,East,20,UGA,262358484.99,64964444.44,158902350.39,486225279.82,abs_revenue,USD
1898,Uganda,East,30,UGA,417625454.97,116323333.33,264487051.17,798435839.47,abs_revenue,USD
1899,Uganda,East,40,UGA,588950909.93,180266666.67,387494102.34,1156711678.94,abs_revenue,USD
1900,Uganda,East,50,UGA,776334849.89,256794444.44,527923503.9,1561052798.23,abs_revenue,USD
1901,Uganda,East,60,UGA,979777274.84,345906666.67,685775255.85,2011459197.35,abs_revenue,USD
1902,Uganda,East,70,UGA,1199278184.77,447603333.33,861049358.19,2507930876.29,abs_revenue,USD
1903,Uganda,East,80,UGA,1434837579.69,561884444.44,1053745810.91,3050467835.05,abs_revenue,USD
1904,Uganda,East,90,UGA,1686455459.61,688750000.0,1263864614.03,3639070073.64,abs_revenue,USD
1905,Uganda,East,100,UGA,1954131824.51,828200000.0,1491405767.54,4273737592.05,abs_revenue,USD
1906,Uganda,East,110,UGA,2237866674.4,980234444.44,1736369271.44,4954470390.28,abs_revenue,USD
1907,Uganda,East,120,UGA,2537660009.28,1144853333.33,1998755125.73,5681268468.34,abs_revenue,USD
1908,Western Sahara,North,10,ESH,0.0,0.0,0.0,0.0,abs_revenue,USD
1909,Western Sahara,North,20,ESH,0.0,0.0,479.48,479.48,abs_revenue,USD
1910,Western Sahara,North,30,ESH,0.0,0.0,1438.45,1438.45,abs_revenue,USD
1911,Western Sahara,North,40,ESH,0.0,0.0,2876.91,2876.91,abs_revenue,USD
1912,Western Sahara,North,50,ESH,0.0,0.0,4794.85,4794.85,abs_revenue,USD
1913,Western Sahara,North,60,ESH,0.0,0.0,7192.27,7192.27,abs_revenue,USD
1914,Western Sahara,North,70,ESH,0.0,0.0,10069.18,10069.18,abs_revenue,USD
1915,Western Sahara,North,80,ESH,0.0,0.0,13425.58,13425.58,abs_revenue,USD
1916,Western Sahara,North,90,ESH,0.0,0.0,17261.46,17261.46,abs_revenue,USD
1917,Western Sahara,North,100,ESH,0.0,0.0,21576.82,21576.82,abs_revenue,USD
1918,Western Sahara,North,110,ESH,0.0,0.0,26371.67,26371.67,abs_revenue,USD
1919,Western Sahara,North,120,ESH,0.0,0.0,31646.0,31646.0,abs_revenue,USD
1920,Zambia,East,10,ZMB,170280000.0,6282000.0,10920000.0,187482000.0,abs_revenue,USD
1921,Zambia,East,20,ZMB,363013333.33,16626222.22,28422818.3,408062373.85,abs_revenue,USD
1922,Zambia,East,30,ZMB,578200000.0,31032666.67,52508454.89,661741121.56,abs_revenue,USD
1923,Zambia,East,40,ZMB,815840000.0,49501333.33,83176909.78,948518243.11,abs_revenue,USD
1924,Zambia,East,50,ZMB,1075933333.33,72032222.22,120428182.96,1268393738.52,abs_revenue,USD
1925,Zambia,East,60,ZMB,1358480000.0,98625333.33,164262274.45,1621367607.78,abs_revenue,USD
1926,Zambia,East,70,ZMB,1663480000.0,129280666.67,214679184.23,2007439850.89,abs_revenue,USD
1927,Zambia,East,80,ZMB,1990933333.33,163998222.22,271678912.3,2426610467.86,abs_revenue,USD
1928,Zambia,East,90,ZMB,2340840000.0,202778000.0,335261458.67,2878879458.67,abs_revenue,USD
1929,Zambia,East,100,ZMB,2713200000.0,245620000.0,405426823.34,3364246823.34,abs_revenue,USD
1930,Zambia,East,110,ZMB,3108013333.33,292524222.22,482175006.31,3882712561.86,abs_revenue,USD
1931,Zambia,East,120,ZMB,3525280000.0,343490666.67,565506007.57,4434276674.24,abs_revenue,USD
1932,Zimbabwe,East,10,ZWE,26990000.0,1314000.0,8250000.0,36554000.0,abs_revenue,USD
1933,Zimbabwe,East,20,ZWE,57520000.0,3163555.56,28132541.59,88816097.14,abs_revenue,USD
1934,Zimbabwe,East,30,ZWE,91590000.0,5548666.67,59647624.76,156786291.42,abs_revenue,USD
1935,Zimbabwe,East,40,ZWE,129200000.0,8469333.33,102795249.52,240464582.85,abs_revenue,USD
1936,Zimbabwe,East,50,ZWE,170350000.0,11925555.56,157575415.86,339850971.42,abs_revenue,USD
1937,Zimbabwe,East,60,ZWE,215040000.0,15917333.33,223988123.79,454945457.12,abs_revenue,USD
1938,Zimbabwe,East,70,ZWE,263270000.0,20444666.67,302033373.31,585748039.97,abs_revenue,USD
1939,Zimbabwe,East,80,ZWE,315040000.0,25507555.56,391711164.41,732258719.96,abs_revenue,USD
1940,Zimbabwe,East,90,ZWE,370350000.0,31106000.0,493021497.09,894477497.09,abs_revenue,USD
1941,Zimbabwe,East,100,ZWE,429200000.0,37240000.0,605964371.37,1072404371.37,abs_revenue,USD
1942,Zimbabwe,East,110,ZWE,491590000.0,43909555.56,730539787.23,1266039342.78,abs_revenue,USD
1943,Zimbabwe,East,120,ZWE,557520000.0,51114666.67,866747744.67,1475382411.34,abs_revenue,USD
1944,Algeria,North,10,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1945,Algeria,North,20,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1946,Algeria,North,30,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1947,Algeria,North,40,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1948,Algeria,North,50,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1949,Algeria,North,60,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1950,Algeria,North,70,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1951,Algeria,North,80,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1952,Algeria,North,90,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1953,Algeria,North,100,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1954,Algeria,North,110,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1955,Algeria,North,120,DZA,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1956,Angola,Middle Africa,10,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1957,Angola,Middle Africa,20,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1958,Angola,Middle Africa,30,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1959,Angola,Middle Africa,40,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1960,Angola,Middle Africa,50,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1961,Angola,Middle Africa,60,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1962,Angola,Middle Africa,70,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1963,Angola,Middle Africa,80,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1964,Angola,Middle Africa,90,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1965,Angola,Middle Africa,100,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
1966,Angola,Middle Africa,110,AGO,0.0,0.0,0.0,0.0,rel_revenue,USD/GDP
